"Id","IsDeleted","Name","nFORCE__Screen_Section__c","nFORCE__Display_Order__c","nFORCE__Field_Set_Key__c","nFORCE__Layout__c","nFORCE__Parent_Configuration__c","nFORCE__Parent_Relationship_Name__c","nFORCE__Section_Header__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","nFORCE__Filter_Criteria__c","nFORCE__Limit__c","nFORCE__Offset_By_Limit__c","nFORCE__Sort_Criteria__c","nFORCE__Unique__c"
"a2Hbn000000QK3xEAG","","SC-000010595","a2Fbn000000C3bVEAS","10.0","LLC_BI__Product_Package_Compliance_Information","","","","Information","42900993272806603","LLC_BI__Product_Package__c","","","false","","false"
"a2Hbn000000QK3wEAG","","SC-000010594","a2Fbn000000C3bUEAS","1.01","LLC_BI__Modification_Description","","","","","42902522099669916","LLC_BI__Credit_Memo_Modifcation__c","","","false","","false"
"a2Hbn000000S6xJEAS","","SC-000011972","a2Fbn000000CzGtEAK","1.01","SBL_OA_Personal_Info_CIF","a2Cbn000002h407EAA","","","","42906403925453621","Contact","","0.0","false","","false"
"a2Hbn000000QJsvEAG","","SC-000010823","a2Fbn000000C3Y0EAK","0.0","LLC_BI__Variable_Rate_Additional_Fields","","","","","42910092753974794","LLC_BI__Pricing_Rate_Component__c","","","false","","false"
"a2Hbn000000QK4DEAW","","SC-000000013","a2Fbn000000C3bZEAS","2.01","LLC_BI__UI_Deposit_Products","","a2Hbn000000QK41EAG","LLC_BI__Legal_Entities__r","","42912477079395575","LLC_BI__Legal_Entities__c","","","false","","false"
"a2Hbn000000QK0LEAW","","SC-000011261","a2Fbn000000C3WpEAK","6.01","nRetail__Underwriting_Overview","","","","","4291390901833651","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QJuSEAW","","SC-000010776","a2Fbn000000C3VJEA0","1.01","LLC_BI__UI_Collateral_Summary","","","","Collateral Summary","42915893261137975","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QJtwEAG","","SC-000010742","a2Fbn000000C3UwEAK","2.0","LLC_BI__UI_HMDA_Demographic_Questions","","a2Hbn000000QJtvEAG","LLC_BI__Legal_Entities__r","HMDA","42916520714700074","LLC_BI__Legal_Entities__c","","","false","","false"
"a2Hbn000000QJu8EAG","","SC-000010753","a2Fbn000000C3V1EAK","1.0","","","","","Change Memo","42918444589067310","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QK8VEAW","","SC-000010372","a2Fbn000000C3hPEAS","1.01","","a2Cbn000002Vb2ZEAS","","","","42919976750688686","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000ThGTEA0","","SC-000012529","a2Fbn000000DvTrEAK","2.02","","a2Cbn000002tMunEAE","a2Hbn000000ThCvEAK","LLC_BI__Legal_Entities__r","","42920521136102449","LLC_BI__Legal_Entities__c","","0.0","false","","false"
"a2Hbn000000QJsQEAW","","SC-000011839","a2Fbn000000C3lpEAC","1.01","nCino__Associated_Loans_Summary_Table","","","","Current Associated Loans","42923673383545405","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QK2nEAG","","SC-000011453","a2Fbn000000C3avEAC","1.01","CAB_PP_Approval_Level_1","a2Cbn000002Vb0aEAC","","","","42927037331366888","LLC_BI__Product_Package__c","","0.0","false","","false"
"a2Hbn000000ThDFEA0","","SC-000012483","a2Fbn000000DttLEAS","1.01","cm_Application_Details_Real_Estate","a2Cbn000002tMuaEAE","","","","42927403639358611","LLC_BI__Loan__c","","0.0","false","","false"
"a2Hbn000000S6xYEAS","","SC-000011987","a2Fbn000000C3itEAC","0.0","LLC_BI__Payment_Structure_Table","","","","Payment Structure Table","42929873439228426","LLC_BI__Pricing_Payment_Component__c","","","false","","false"
"a2Hbn000000QJsEEAW","","SC-000011827","a2Fbn000000C3lfEAC","1.01","LLC_BI__ReviewDisplay","","","","Current Associate","42931610996763288","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QK09EAG","","SC-000011249","a2Fbn000000C3WdEAK","6.01","nRetail__Underwriting_Overview","","","","","42933810863927250","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000ThCvEAK","","SC-000012463","a2Fbn000000DvTrEAK","1.01","","a2Cbn000002tMulEAE","","","","42934705763424808","LLC_BI__Loan__c","","0.0","false","","false"
"a2Hbn000000QJzHEAW","","SC-000011195","a2Fbn000000C3VmEAK","2.01","nRetail__Applicant_Details","","","","","42942774388039797","Contact","","","false","","false"
"a2Hbn000000QJtjEAG","","SC-000010729","a2Fbn000000C3UlEAK","0.0","LLC_BI__UI_Loan_Pricing_Information","","","","Pricing","42944207197562276","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000ThDHEA0","","SC-000012485","a2Fbn000000DvU9EAK","1.01","IBCL_Applicant_Details","a2Cbn000002tMucEAE","","","Employer Info","42945028352442788","Contact","","0.0","false","","false"
"a2Hbn000000QKEvEAO","","SC-000001234","a2Fbn000000C3g9EAC","1.01","LLC_BI__Deposit_Individual_Relationship_Details","","","","","42946152914928541","Contact","","","false","","false"
"a2Hbn000000S6vREAS","","SC-000011868","a2Fbn000000CzFvEAK","2.02","SBL_Locked_Collateral","a2Cbn000002h3zJEAQ","a2Hbn000000S6vQEAS","LLC_BI__Loan_Collateral__r","","42947700591535187","LLC_BI__Loan_Collateral2__c","","0.0","false","","false"
"a2Hbn000000S6vYEAS","","SC-000011875","a2Fbn000000CzFxEAK","2.02","LLC_BI__Debt_Schedule","a2Cbn000002h3zQEAQ","a2Hbn000000S6vXEAS","LLC_BI__Debts__r","","42948989877743727","LLC_BI__Debt__c","","0.0","false","","false"
"a2Hbn000000QJzbEAG","","SC-000011215","a2Fbn000000C3W6EAK","0.01","nRetail__Applicant_Schedule","","","","","42949199641230890","LLC_BI__Legal_Entities__c","","","false","","false"
"a2Hbn000000QJtvEAG","","SC-000010741","a2Fbn000000C3UwEAK","1.0","","","","","HMDA","42950669603213379","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QK7wEAG","","SC-000010334","a2Fbn000000C3hwEAC","1.01","UI_Compliance_Information","a2Cbn000002Vb20EAC","","","","42951286771601951","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QK8ZEAW","","SC-000010376","a2Fbn000000C3iGEAS","1.01","LLC_BI__UI_Balance_Information","a2Cbn000002Vb2cEAC","","","","42958563038355886","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QKIHEA4","","SC-000010217","a2Fbn000000C3hNEAS","1.01","","a2Cbn000002VbB9EAK","","","","42960690971479483","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QKEjEAO","","SC-000001222","a2Fbn000000C3fzEAC","1.0","","","","","Change Memo","42961248398969091","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000ThGXEA0","","SC-000012533","a2Fbn000000DvQJEA0","2.02","cm_EI_Credit_Marital","a2Cbn000002tMuLEAU","a2Hbn000000ThD3EAK","LLC_BI__Legal_Entities__r","","42965600614085809","LLC_BI__Legal_Entities__c","","0.0","false","","false"
"a2Hbn000000ThABEA0","","SC-000012307","a2Fbn000000DvS5EAK","1.01","Other_FI_Credit_Account","a2Cbn000002tMslEAE","","","","42971783120591687","LLC_BI__Deposit__c","","0.0","false","","false"
"a2Hbn000000Th8eEAC","","SC-000012212","a2Fbn000000DvQdEAK","1.01","nPortal__DEP_Personal_Business_Role","a2Cbn000002tMrkEAE","","","","42973448423440544","LLC_BI__Connection__c","","0.0","false","","false"
"a2Hbn000000QJzGEAW","","SC-000011194","a2Fbn000000C3VlEAK","1.01","nRetail__Application_Details","","","","","42973708053307679","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QJwCEAW","","SC-000011003","a2Fbn000000C3YiEAK","1.01","NPORTAL__SBL_Personal_Contact","","","","","42974343667163053","Contact","","","false","","false"
"a2Hbn000000ThAGEA0","","SC-000012312","a2Fbn000000DvS9EAK","1.01","OA_Contact_Info_Existing_Customer","a2Cbn000002tMsoEAE","","","","42975374898567262","Contact","","0.0","false","","false"
"a2Hbn000000QK2mEAG","","SC-000011452","a2Fbn000000C3auEAC","1.01","","a2Cbn000002Vb0ZEAS","","","","42979163200271003","Account","","0.0","false","","false"
"a2Hbn000000QJsVEAW","","SC-000010796","a2Fbn000000C3XdEAK","1.01","LLC_BI__Exposure_Exclusion_Disable","","","","Exposure Exclusion Disable","42980500176206287","LLC_BI__Excluded_Exposure__c","","","false","","false"
"a2Hbn000000QJzUEAW","","SC-000011208","a2Fbn000000C3VzEAK","1.01","nRetail__Asset_Schedule","","","","","42984058070619593","nRetail__Asset__c","","","false","","false"
"a2Hbn000000QJsdEAG","","SC-000010805","a2Fbn000000C3XkEAK","1.01","","","","","Authorized Users","42986561608726731","LLC_BI__Treasury_Service__c","","","false","","false"
"a2Hbn000000QJswEAG","","SC-000010824","a2Fbn000000C3Y1EAK","0.0","LLC_BI__Payment_Component_Extended_Fields","","","","","42990318914701181","LLC_BI__Pricing_Payment_Component__c","","","false","","false"
"a2Hbn000000QKJoEAO","","SC-000011577","a2Fbn000000C3jgEAC","1.01","","a2Cbn000002VbBvEAK","","","","42991037464451406","LLC_BI__Loan__c","","0.0","false","","false"
"a2Hbn000000S6vcEAC","","SC-000011879","a2Fbn000000CzG0EAK","2.02","LLC_BI__Payment_Structure_Table","a2Cbn000002h3zUEAQ","a2Hbn000000S6vbEAC","Pricing_Payment_Components__r","","42991732474778591","LLC_BI__Pricing_Payment_Component__c","","0.0","false","","false"
"a2Hbn000000QJwFEAW","","SC-000011006","a2Fbn000000C3YlEAK","1.01","NPORTAL__SBL_Eligibility_Loan","","","","","42993715719425121","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QJzpEAG","","SC-000011229","a2Fbn000000C3WKEA0","0.01","","","","","","42995247717435867","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QK4LEAW","","SC-000000021","a2Fbn000000C3bnEAC","0.0","LLC_BI__UI_CRA_Loan_Information","","","","Loan Information","42999223603437129","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000S6x9EAC","","SC-000011962","a2Fbn000000CzH5EAK","1.01","NPORTAL__SBL_Eligibility_Business","","","","","43421666029078201","Account","","","false","","false"
"a2Hbn000000QKLEEA4","","SC-000011741","a2Fbn000000C3kIEAS","3.01","LLC_BI__UI_HMDA_Entity_Compliance_2018","","a2Hbn000000QKL5EAO","LLC_BI__Entity_Compliances__r","Entity Compliance","43811620937672803","LLC_BI__Entity_Compliance__c","","","false","","false"
"a2Hbn000000S6wgEAC","","SC-000011945","a2Fbn000000CzGpEAK","1.01","SBL_Approver_1_Details","a2Cbn000002h3zqEAA","","","","44261663700626421","LLC_BI__Loan__c","","0.0","false","","false"
"a2Hbn000000QKKWEA4","","SC-000011657","a2Fbn000000C3UCEA0","1.01","UI_Approval_Fields","a2Cbn000002VbC9EAK","","","","45701620937672805","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QKL6EAO","","SC-000011733","a2Fbn000000C3kJEAS","2.01","LLC_BI__UI_HMDA_Loan_Compliance_2018","","a2Hbn000000QKKSEA4","LLC_BI__Loan_Compliances__r","Loan Compliance","45791620937672804","LLC_BI__Loan_Compliance__c","","","false","","false"
"a2Hbn000000ThGbEAK","","SC-000012537","a2Fbn000000DvU5EAK","1.02","IBDAO_Beneficiary","a2Cbn000002tMuVEAU","a2Hbn000000ThD7EAK","LLC_BI__Deposits__r","","45891701790671952","LLC_BI__Beneficiary__c","","0.0","false","","false"
"a2Hbn000000QKJhEAO","","SC-000011571","a2Fbn000000C3jJEAS","1.01","","a2Cbn000002VbBoEAK","","","","47011619447516060","LLC_BI__Loan__c","","0.0","false","","false"
"a2Hbn000000QKJSEA4","","SC-000011555","a2Fbn000000C3j2EAC","1.01","","","","","Loan Relationship","47421619447516052","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000S6wdEAC","","SC-000011942","a2Fbn000000CzGmEAK","1.01","SBL_Manual_Underwriting","a2Cbn000002h3zoEAA","","","","47431663700626420","LLC_BI__Loan__c","","0.0","false","","false"
"a2Hbn000000S6wWEAS","","SC-000011935","a2Fbn000000CzGfEAK","0.0","Small_Biz_Add_Debt","","","","Add Debt","47461663700626417","LLC_BI__Debt__c","","","false","","false"
"a2Hbn000000Th8XEAS","","SC-000012205","a2Fbn000000DvQWEA0","1.01","ODAO_ACH_Interest_Payment_Type","a2Cbn000002tMrfEAE","","","","475869874565341436","LLC_BI__Deposit__c","","","false","","false"
"a2Hbn000000S6vkEAC","","SC-000011887","a2Fbn000000CzG8EAK","0.0","LLC_BI__UI_Collateral_Record_Schedule","","","","UI Collateral Record Schedule","47701640791248838","LLC_BI__Loan_Collateral2__c","","","false","","false"
"a2Hbn000000ThEUEA0","","SC-000012492","a2Fbn000000DvQSEA0","2.02","ATBK__AnalyzedAccount_ReviewSubmit","","a2Hbn000000Th8TEAS","LLC_BI__Analyzed_Accounts__r","","48450468_6617_483F_8219_3A491F5B357B","LLC_BI__Analyzed_Account__c","","","false","","false"
"a2Hbn000000QKJGEA4","","SC-000011543","a2Fbn000000C3j1EAC","1.01","","a2Cbn000002VbBlEAK","","","","49721619447516047","LLC_BI__Loan__c","","0.0","false","","false"
"a2Hbn000000S6wUEAS","","SC-000011933","a2Fbn000000CzGeEAK","0.0","","","","","Third Party Management","49771663700626415","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000S6wPEAS","","SC-000011928","a2Fbn000000CzGaEAK","2.01","UI_Loan_Adverse_Action","","a2Hbn000000S6wOEAS","LLC_BI__Adverse_Actions__r","","49801663700626410","LLC_BI__Adverse_Action__c","","","false","","false"
"a2Hbn000000Th8SEAS","","SC-000012200","a2Fbn000000DvQREA0","1.01","","","","","","4C572330_0E32_4649_8278_4B032C514277","LLC_BI__Deposit__c","","","false","","false"
"a2Hbn000000ThAJEA0","","SC-000012315","a2Fbn000000DvSCEA0","1.01","OA_Address","a2Cbn000002tMsrEAE","","","","5.087978883517863","Contact","","0.0","false","","false"
"a2Hbn000000S6wiEAC","","SC-000011947","a2Fbn000000CzGqEAK","2.02","LLC_BI__UI_Loan_Team_Members","a2Cbn000002h3ztEAA","a2Hbn000000S6whEAC","LLC_BI__Loan_Teams__r","","50351663700626422","LLC_BI__LoanTeam__c","","0.0","false","","false"
"a2Hbn000000QK0gEAG","","SC-000011282","a2Fbn000000C3X7EAK","1.01","","","","","Loan Relationship","50921560278867809","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QKL2EAO","","SC-000011729","a2Fbn000000C3k5EAC","2.01","UI_Loan_Loan_Team_Members","","a2Hbn000000QKKFEA4","LLC_BI__Loan_Teams__r","","50921620937672799","LLC_BI__LoanTeam__c","","","false","","false"
"a2Hbn000000QKKHEA4","","SC-000011642","a2Fbn000000C3k7EAC","0.0","LLC_BI__UI_Booked_Information","","","","Booked Details","51361620937672799","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QK0dEAG","","SC-000011279","a2Fbn000000C3X6EAK","1.01","","a2Cbn000002VazAEAS","","","","51911560278867809","LLC_BI__Loan__c","","0.0","false","","false"
"a2Hbn000000QKJeEAO","","SC-000011567","a2Fbn000000C3jDEAS","1.0","","","","","Change Memo","51931619447516058","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000S6wQEAS","","SC-000011929","a2Fbn000000CzGbEAK","0.0","Manage_Fees_Enhanced","","","","Enhanced Fees Management","52141663700626413","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000S6veEAC","","SC-000011881","a2Fbn000000CzG3EAK","0.0","SBL_Applicant_Schedule","","","","Applicants","52531640791248836","LLC_BI__Legal_Entities__c","","","false","","false"
"a2Hbn000000QKJ7EAO","","SC-000011534","a2Fbn000000C3j3EAC","1.01","LLC_BI__UI_Collateral_Summary","","","","Collateral Summary","52551619447516044","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QK1XEAW","","SC-000011338","a2Fbn000000C3XYEA0","1.01","","a2Cbn000002VaznEAC","","","","53001562008947620","Account","","","false","","false"
"a2Hbn000000QKKGEA4","","SC-000011641","a2Fbn000000C3k6EAC","0.0","LLC_BI__UI_Balance_Information","","","","Balance Details","53161620937672799","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000ThETEA0","","SC-000012491","a2Fbn000000DvQREA0","2.02","LLC_BI__UI_Entity_Involvement_Fieldset","","a2Hbn000000Th8SEAS","LLC_BI__Legal_Entities__r","","551A2930_0E4C_4B18_8F03_027409450E4D","LLC_BI__Legal_Entities__c","","","false","","false"
"a2Hbn000000S6wXEAS","","SC-000011936","a2Fbn000000CzGgEAK","0.0","nRetail__Add_Asset","","","","Add Asset","55251663700626417","nRetail__Asset__c","","","false","","false"
"a2Hbn000000QKK9EAO","","SC-000011634","a2Fbn000000C3jzEAC","1.01","","a2Cbn000002VbC3EAK","","","","55751620937672795","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QKKkEAO","","SC-000011694","a2Fbn000000C3jCEAS","2.01","LLC_BI__UI_Risk_Rating","","a2Hbn000000QKJdEAO","LLC_BI__Risk_Rating_Review__r","Risk Rating","55831619447516058","LLC_BI__Annual_Review__c","","","false","","false"
"a2Hbn000000QK0aEAG","","SC-000011276","a2Fbn000000C3WyEAK","6.01","nRetail__Underwriting_Overview","","","","","56781560278867808","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QK2OEAW","","SC-000011391","a2Fbn000000C3YOEA0","3.01","LLC_BI__UI_Product_Summary","a2Cbn000002Vb0SEAS","a2Hbn000000QK2NEAW","LLC_BI__Treasury_Services__r","","57881567002572392","LLC_BI__Treasury_Service__c","","0.0","false","","false"
"a2Hbn000000QKJQEA4","","SC-000011553","a2Fbn000000C3jNEAS","0.0","LLC_BI__UI_Balance_Information","","","","Balance Details","58011619447516052","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QKKeEAO","","SC-000011688","a2Fbn000000C3jaEAC","2.01","LLC_BI__UI_HMDA_Loan_Compliance_2018","","a2Hbn000000QKJMEA4","LLC_BI__Loan_Compliances__r","Loan Compliance","58521619447516050","LLC_BI__Loan_Compliance__c","","","false","","false"
"a2Hbn000000QK0XEAW","","SC-000011273","a2Fbn000000C3WvEAK","3.01","LLC_BI__Add_Debt","","","","","59761560278867807","LLC_BI__Debt__c","","","false","","false"
"a2Hbn000000QK2PEAW","","SC-000011392","a2Fbn000000C3YNEA0","1.01","LLC_BI__Service_Details","","","","","59881567002572392","LLC_BI__Treasury_Service__c","","","false","","false"
"a2Hbn000000QKKOEA4","","SC-000011649","a2Fbn000000C3kGEAS","1.0","","","","","HMDA","60441620937672802","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000S6wBEAS","","SC-000011914","a2Fbn000000CzGUEA0","1.01","","a2Cbn000002h3zgEAA","","","","60781640791248846","LLC_BI__Loan__c","","0.0","false","","false"
"a2Hbn000000QK0QEAW","","SC-000011266","a2Fbn000000C3X2EAK","0.0","LLC_BI__UI_Fees_Summary","","","","Fees Summary","60961560278867805","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QKMAEA4","","SC-000011809","a2Fbn000000C3lMEAS","1.01","LLC_BI__Deal_Management_Loan_Tree_Grid","","","","","6097670770128","LLC_BI__Loan__c","[{""filterKey"":""LLC_BI__Stage__c"",""operator"":""="",""value"":[""Booked"",""Complete""],""isLocked"":false}]","","false","","false"
"a2Hbn000000QK0VEAW","","SC-000011271","a2Fbn000000C3WtEAK","1.01","nRetail__Asset_Schedule","","","","","61191560278867807","nRetail__Asset__c","","","false","","false"
"a2Hbn000000QKJ6EAO","","SC-000011533","a2Fbn000000C3j0EAC","0.01","","","","","","61721619447516043","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QKJ8EAO","","SC-000011535","a2Fbn000000C3j4EAC","1.01","LLC_BI__UI_Collateral_Record_Schedule","","","","","62141619447516044","LLC_BI__Loan_Collateral2__c","","","false","","false"
"a2Hbn000000ThDAEA0","","SC-000012478","a2Fbn000000DvU1EAK","10.0","LLC_BI__Secondary_Mailing_Address","","","","Statement Information","62351701790671954","LLC_BI__Deposit__c","","","false","","false"
"a2Hbn000000QKJaEAO","","SC-000011563","a2Fbn000000C3jVEAS","1.0","","","","","Tasks","62421619447516056","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QKJwEAO","","SC-000011585","a2Fbn000000C3jmEAC","1.01","","a2Cbn000002VbC0EAK","","","","62451620937672788","LLC_BI__Loan__c","","0.0","false","","false"
"a2Hbn000000QK0eEAG","","SC-000011280","a2Fbn000000C3X6EAK","2.02","","a2Cbn000002VazBEAS","a2Hbn000000QK0dEAG","LLC_BI__Legal_Entities__r","","62881560278867809","LLC_BI__Legal_Entities__c","","0.0","false","","false"
"a2Hbn000000S6x2EAC","","SC-000011955","a2Fbn000000CzHHEA0","1.01","SBL_OA_Employment_Information","a2Cbn000002h3zyEAA","","","","62901666029078195","LLC_BI__Income__c","","0.0","false","","false"
"a2Hbn000000ThGcEAK","","SC-000012538","a2Fbn000000DvTzEAK","2.02","Person_Account_TFA","a2Cbn000002tMuXEAU","a2Hbn000000ThD8EAK","TFA_Relationships__r","","63181701790671953","Account","","0.0","false","","false"
"a2Hbn000000ThGdEAK","","SC-000012539","a2Fbn000000DvU2EAK","20.0","IBDAO_Beneficiary","","a2Hbn000000ThDBEA0","LLC_BI__Deposits__r","","63401701790671954","LLC_BI__Beneficiary__c","","","false","","false"
"a2Hbn000000S6vmEAC","","SC-000011889","a2Fbn000000CzGAEA0","0.0","Manage_Fees_Enhanced","","","","Enhanced Fees Management","63531640791248838","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000ThDCEA0","","SC-000012480","a2Fbn000000DvU3EAK","10.0","LLC_BI__Deposit_Details","","","","","64401701790671955","LLC_BI__Deposit__c","","","false","","false"
"a2Hbn000000QKKsEAO","","SC-000011703","a2Fbn000000C3jlEAC","1.01","Third_Party_Service_Mgmt","a2Cbn000002VbCKEA0","a2Hbn000000QKJvEAO","LLC_BI__Service_Mgmt__r","","65391620937672788","LLC_BI__Service_Mgmt__c","","0.0","false","","false"
"a2Hbn000000QKK6EAO","","SC-000011631","a2Fbn000000C3jwEAC","1.0","","","","","Change Memo","65481620937672793","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000Th8TEAS","","SC-000012201","a2Fbn000000DvQSEA0","1.01","","","","","","65605546_5D2C_496D_8102_056338222C60","LLC_BI__Deposit__c","","","false","","false"
"a2Hbn000000QKM5EAO","","SC-000011803","a2Fbn000000C3lUEAS","1.01","","","","","","6563635346","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QK0YEAW","","SC-000011274","a2Fbn000000C3WwEAK","4.01","nRetail__Add_Asset","","","","","66131560278867807","nRetail__Asset__c","","","false","","false"
"a2Hbn000000QKKnEAO","","SC-000011697","a2Fbn000000C3jJEAS","2.02","UI_Participations","a2Cbn000002VbCFEA0","a2Hbn000000QKJhEAO","LLC_BI__Participations__r","","66271619447516060","LLC_BI__Participation__c","","0.0","false","","false"
"a2Hbn000000QKJYEA4","","SC-000011561","a2Fbn000000C3jREAS","0.0","LLC_BI__UI_CRA_Other","","","","Other","66861619447516056","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QKL7EAO","","SC-000011734","a2Fbn000000C3kNEAS","2.02","LLC_BI__Rate_Structure_Table","a2Cbn000002VbCPEA0","a2Hbn000000QKKYEA4","Pricing_Rate_Components__r","","67181620937672806","LLC_BI__Pricing_Rate_Component__c","","0.0","false","","false"
"a2Hbn000000S6x7EAC","","SC-000011960","a2Fbn000000CzHREA0","1.01","SBL_OA_Address","a2Cbn000002h403EAA","","","","67511666029078199","Contact","","0.0","false","","false"
"a2Hbn000000QKLzEAO","","SC-000011797","a2Fbn000000C3lHEAS","1.0","","","","","HMDA","68071615577847196","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QKJvEAO","","SC-000011584","a2Fbn000000C3jlEAC","0.01","","a2Cbn000002VbBzEAK","","","","68811620937672787","LLC_BI__Loan__c","","0.0","false","","false"
"a2Hbn000000QKJOEA4","","SC-000011551","a2Fbn000000C3jPEAS","0.0","LLC_BI__UI_CRA_Action_Taken","","","","Action Taken","69461619447516051","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QKKMEA4","","SC-000011647","a2Fbn000000C3kDEAS","0.0","LLC_BI__UI_Loan_Summary","","","","Loan Details","69811620937672801","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000S6xAEAS","","SC-000011963","a2Fbn000000CzH6EAK","1.01","NPORTAL__SBL_Business_Information","","","","","70021666029078201","Account","","","false","","false"
"a2Hbn000000S6wvEAC","","SC-000011948","a2Fbn000000CzGrEAK","1.01","","a2Cbn000002h3zuEAA","","","","70061663700626422","LLC_BI__Loan__c","","0.0","false","","false"
"a2Hbn000000QKM7EAO","","SC-000011806","a2Fbn000000C3lJEAS","1.01","","","","","","70077253840274","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000S6wZEAS","","SC-000011938","a2Fbn000000CzGjEAK","0.0","nRetail__Decision_Overview","","","","Decision_Overview","70381663700626419","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000S6w0EAC","","SC-000011903","a2Fbn000000CzGMEA0","0.0","","","","","HMDA","70451640791248843","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QK0REAW","","SC-000011267","a2Fbn000000C3X3EAK","1.01","LLC_BI__UI_Collateral_Summary","","","","Collateral Summary","70791560278867805","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000S6wwEAC","","SC-000011949","a2Fbn000000CzGrEAK","2.02","IBCL_UI_Loan_Counter_Offer","a2Cbn000002h3zvEAA","a2Hbn000000S6wvEAC","LLC_BI__Adverse_Actions__r","","71171663700626423","LLC_BI__Adverse_Action__c","","0.0","false","","false"
"a2Hbn000000QKJsEAO","","SC-000011580","a2Fbn000000C3jiEAC","1.01","UI_Loan_Compliance_Certifications","a2Cbn000002VbByEAK","","","","71661620937672786","LLC_BI__Loan__c","","0.0","false","","false"
"a2Hbn000000QKJgEAO","","SC-000011569","a2Fbn000000C3jFEAS","1.01","","","","","Team Members","71761619447516059","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000QKL1EAO","","SC-000011728","a2Fbn000000C3k4EAC","2.01","UI_Loan_Adverse_Action","","a2Hbn000000QKKEEA4","LLC_BI__Adverse_Actions__r","","72211620937672798","LLC_BI__Adverse_Action__c","","","false","","false"
"a2Hbn000000S6x5EAC","","SC-000011958","a2Fbn000000CzHBEA0","1.01","NPORTAL__SBL_Others_Involved_Borrower_Type","","","","","72291666029078197","LLC_BI__Legal_Entities__c","","","false","","false"
"a2Hbn000000S6x3EAC","","SC-000011956","a2Fbn000000CzH9EAK","1.01","SBL_OA_Other_Expenses","a2Cbn000002h3zzEAA","","","","72351666029078196","LLC_BI__Debt__c","","0.0","false","","false"
"a2Hbn000000QKKlEAO","","SC-000011695","a2Fbn000000C3jDEAS","2.0","LLC_BI__UI_Memo_Action","","a2Hbn000000QKJeEAO","LLC_BI__Change_Memos__r","Change Memo","72631619447516058","LLC_BI__Credit_Memo_Modifcation__c","","","false","","false"
"a2Hbn000000QK0UEAW","","SC-000011270","a2Fbn000000C3WsEAK","0.01","LLC_BI__Debt_Schedule","","","","","73161560278867806","LLC_BI__Debt__c","","","false","","false"
"a2Hbn000000QKJZEA4","","SC-000011562","a2Fbn000000C3jSEAS","0.0","LLC_BI__UI_CRA_Property_Location","","","","Property Location","73381619447516056","LLC_BI__Loan__c","","","false","","false"
"a2Hbn000000S6wcEAC","","SC-000011941","a2Fbn000000CzGlEAK","1.01","SBL_Next_Steps","a2Cbn000002h3znEAA","","","","73401663700626420","LLC_BI__Loan__c","","0.0","false","","false"
