"Id","IsDeleted","LLC_BI__Amount_Budgeted__c","LLC_BI__Budget__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","Name"
"a1UWD000005gDAr2AM","false","0.0","a1WWD000002V38j2AC","","Telephone Pole","","7.0","","","0.0","0.0","0.0","0.0","","","42809354779007396","CLA-BD-0002184"
"a1UWD000005gDAs2AM","false","0.0","a1WWD000002V3942AC","","Plumbing","","25.0","","","0.0","0.0","","0.0","","","42810621345356571","CLA-BD-0002185"
"a1UWD000005gDAt2AM","false","0.0","a1WWD000002V39F2AS","","Exterior Glass (7xS450)","","21.0","","","0.0","0.0","","0.0","","","42815176559404614","CLA-BD-0002186"
"a1UWD000005gDAu2AM","false","0.0","a1WWD000002V38k2AC","","Fire Sprinkler Service","","38.0","","","0.0","0.0","0.0","0.0","","","42818949991682427","CLA-BD-0002187"
"a1UWD000005gDAv2AM","false","0.0","a1WWD000002V39G2AS","","O&P","","23.0","","","0.0","0.0","","0.0","","","42820203655610916","CLA-BD-0002188"
"a1UWD000005gDAw2AM","false","0.0","a1WWD000002V38o2AC","","Misc.","","47.0","","","0.0","0.0","","0.0","","","42821999617406260","CLA-BD-0002189"
"a1UWD000005gDAx2AM","false","0.0","a1WWD000002V3942AC","","Ceramic Tile","","17.0","","","0.0","0.0","","0.0","","","42825733734298631","CLA-BD-0002190"
"a1UWD000005gDky2AE","false","","a1WWD000002WF3E2AW","Land cost","","","","0.0","","0.0","","","0.0","","0.0","42828603596544087","CLA-BD-0004423"
"a1UWD000005gDAy2AM","false","0.0","a1WWD000002V38m2AC","","Power pole - new or relocate","","5.0","","","0.0","0.0","","0.0","","","42829438806044480","CLA-BD-0002191"
"a1UWD000005gDAz2AM","false","0.0","a1WWD000002V38l2AC","","Electrical Material","","82.0","","","0.0","0.0","","0.0","","","42834287266161828","CLA-BD-0002192"
"a1UWD000005gDB02AM","false","0.0","a1WWD000002V38o2AC","","Finish Hardware","","57.0","","","0.0","0.0","","0.0","","","42834506551513468","CLA-BD-0002193"
"a1UWD000005gDB12AM","false","0.0","a1WWD000002V38l2AC","","Fire Extinguishers","","87.0","","","0.0","0.0","","0.0","","","42838614460141474","CLA-BD-0002194"
"a1UWD000005gDB22AM","false","0.0","a1WWD000002V38n2AC","","GC Installed Items","","73.0","","","0.0","0.0","0.0","0.0","","","42838635208126009","CLA-BD-0002195"
"a1UWD000005gDB32AM","false","0.0","a1WWD000002V38m2AC","","New electric service","","4.0","","","0.0","0.0","","0.0","","","42839289810169292","CLA-BD-0002196"
"a1UWD000005gDl22AE","false","","a1WWD000002WF1U2AW","","","bl2","","","","0.0","","","0.0","","","42840032596203593","CLA-BD-0004427"
"a1UWD000005gDB42AM","false","0.0","a1WWD000002V38m2AC","","Landscaping w/ Irrigation (Required)","","36.0","","","0.0","0.0","","0.0","","","42842343247362751","CLA-BD-0002197"
"a1UWD000005gDB52AM","false","0.0","a1WWD000002V38l2AC","","Asphalt paving & striping","","35.0","","","0.0","0.0","","0.0","","","42843577718641013","CLA-BD-0002198"
"a1UWD000005gDB62AM","false","0.0","a1WWD000002V38j2AC","","Landscaping w/ Irrigation (Required)","","36.0","","","0.0","0.0","0.0","0.0","","","42844446313726716","CLA-BD-0002199"
"a1UWD000005gDB72AM","false","0.0","a1WWD000002V39E2AS","","Demo","","9.0","","","0.0","0.0","","0.0","","","42847424440947982","CLA-BD-0002200"
"a1UWD000005gDB82AM","false","0.0","a1WWD000002V38o2AC","","Telephone Pole","","7.0","","","0.0","0.0","","0.0","","","42848084934869739","CLA-BD-0002201"
"a1UWD000005gDB92AM","false","0.0","a1WWD000002V3942AC","","HVAC","","27.0","","","0.0","0.0","","0.0","","","42849550197732655","CLA-BD-0002202"
"a1UWD000005gDBA2A2","false","0.0","a1WWD000002V38k2AC","","Cedar brackets","","79.0","","","0.0","0.0","0.0","0.0","","","42851962192590824","CLA-BD-0002203"
"a1UWD000005gDBB2A2","false","0.0","a1WWD000002V38l2AC","","GC Installed Items","","73.0","","","0.0","0.0","","0.0","","","42852881568259633","CLA-BD-0002204"
"a1UWD000005gDBC2A2","false","0.0","a1WWD000002V38l2AC","","Building Concrete Material","","49.0","","","0.0","0.0","","0.0","","","42853610998723363","CLA-BD-0002205"
"a1UWD000005gDBD2A2","false","0.0","a1WWD000002V38l2AC","","Cabinets / Millwork","","88.0","","","0.0","0.0","","0.0","","","42853984318474007","CLA-BD-0002206"
"a1UWD000005gDBE2A2","false","0.0","a1WWD000002V39G2AS","","Roof Structure (Trusses, Sheeting, Labor)","","18.0","","","0.0","0.0","","0.0","","","42855623848019598","CLA-BD-0002207"
"a1UWD000005gDBF2A2","false","0.0","a1WWD000002V38l2AC","","Site Lighting Material","","30.0","","","0.0","0.0","","0.0","","","42857860507998752","CLA-BD-0002208"
"a1UWD000005gDBG2A2","false","0.0","a1WWD000002V38n2AC","","Power pole - new or relocate","","5.0","","","0.0","0.0","0.0","0.0","","","42859675880244608","CLA-BD-0002209"
"a1UWD000005gDBH2A2","false","0.0","a1WWD000002V39E2AS","","General Conditions","","22.0","","","0.0","0.0","","0.0","","","42859932721790969","CLA-BD-0002210"
"a1UWD000005gDkz2AE","false","","a1WWD000002WF3F2AW","Interest reserve","","","","0.0","","0.0","","","0.0","","0.0","42861961109993798","CLA-BD-0004424"
"a1UWD000005gDBI2A2","false","0.0","a1WWD000002V38l2AC","","Drywall & Metal Studs","","66.0","","","0.0","0.0","","0.0","","","42865135966663043","CLA-BD-0002211"
"a1UWD000005gDBJ2A2","false","0.0","a1WWD000002V38m2AC","","Misc.","","47.0","","","0.0","0.0","","0.0","","","42865897798503694","CLA-BD-0002212"
"a1UWD000005gDBK2A2","false","0.0","a1WWD000002V38o2AC","","Asphalt paving & striping","","35.0","","","0.0","0.0","","0.0","","","42867492410654791","CLA-BD-0002213"
"a1UWD000005gDBL2A2","false","0.0","a1WWD000002V3952AC","","Misc. Specialities","","22.0","","","0.0","0.0","","0.0","","","42868848959740323","CLA-BD-0002214"
"a1UWD000005gDBM2A2","false","0.0","a1WWD000002V3932AC","","Cast in Place Concrete","","5.0","","","0.0","0.0","","0.0","","","42868893641757338","CLA-BD-0002215"
"a1UWD000005gDBN2A2","false","0.0","a1WWD000002V38l2AC","","Gas to Property Line","","1.0","","","0.0","0.0","","0.0","","","42868967418988411","CLA-BD-0002216"
"a1UWD000005gDBO2A2","false","0.0","a1WWD000002V38j2AC","","Toilet accessories","","72.0","","","0.0","0.0","0.0","0.0","","","42869820092455162","CLA-BD-0002217"
"a1UWD000005gDBP2A2","false","0.0","a1WWD000002V38j2AC","","Painting","","68.0","","","0.0","0.0","0.0","0.0","","","42872615715311853","CLA-BD-0002218"
"a1UWD000005gDBQ2A2","false","0.0","a1WWD000002V38l2AC","","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","","0.0","0.0","","0.0","","","42875028184119283","CLA-BD-0002219"
"a1UWD000005gDBR2A2","false","0.0","a1WWD000002V38o2AC","","Insulation","","64.0","","","0.0","0.0","","0.0","","","42875046098663553","CLA-BD-0002220"
"a1UWD000005gDBS2A2","false","0.0","a1WWD000002V38n2AC","","Corporate Decor Package Installation","","93.0","","","0.0","0.0","0.0","0.0","","","42876070348922759","CLA-BD-0002221"
"a1UWD000005gDBT2A2","false","0.0","a1WWD000002V38m2AC","","Plumbing sit work","","32.0","","","0.0","0.0","","0.0","","","42876141718436004","CLA-BD-0002222"
"a1UWD000005gDBU2A2","false","0.0","a1WWD000002V39F2AS","","Structural ( Entry Feature)","","15.0","","","0.0","0.0","","0.0","","","42877190900538025","CLA-BD-0002223"
"a1UWD000005gDBV2A2","false","0.0","a1WWD000002V38m2AC","","Fire Hydrant","","40.0","","","0.0","0.0","","0.0","","","42880779333657761","CLA-BD-0002224"
"a1UWD000005gDBW2A2","false","0.0","a1WWD000002V38k2AC","","Concrete paving","","34.0","","","0.0","0.0","0.0","0.0","","","42881311605373256","CLA-BD-0002225"
"a1UWD000005gDBX2A2","false","0.0","a1WWD000002V38l2AC","","Building Demolition","","48.0","","","0.0","0.0","","0.0","","","42883208332746510","CLA-BD-0002226"
"a1UWD000005gDBY2A2","false","0.0","a1WWD000002V3932AC","","Plumbing","","25.0","","","0.0","0.0","","0.0","","","42885514890756302","CLA-BD-0002227"
"a1UWD000005gDBZ2A2","false","0.0","a1WWD000002V38j2AC","","Insulation","","64.0","","","0.0","0.0","0.0","0.0","","","42886776841283092","CLA-BD-0002228"
"a1UWD000005gDBa2AM","false","0.0","a1WWD000002V3932AC","","Fee","","31.0","","","0.0","0.0","","0.0","","","42888396426444669","CLA-BD-0002229"
"a1UWD000005gDBb2AM","false","0.0","a1WWD000002V38n2AC","","New approaches","","13.0","","","0.0","0.0","0.0","0.0","","","42888734355435812","CLA-BD-0002230"
"a1UWD000005gDBc2AM","false","0.0","a1WWD000002V3932AC","","Landscaping","","3.0","","","0.0","0.0","","0.0","","","42888837201434333","CLA-BD-0002231"
"a1UWD000005gDBd2AM","false","0.0","a1WWD000002V38l2AC","","Plumbing","","76.0","","","0.0","0.0","","0.0","","","42889685054737527","CLA-BD-0002232"
"a1UWD000005gDBe2AM","false","0.0","a1WWD000002V38n2AC","","Off site fire hydrant","","8.0","","","0.0","0.0","0.0","0.0","","","42890923872330109","CLA-BD-0002233"
"a1UWD000005gDBf2AM","false","0.0","a1WWD000002V3932AC","","Linear Metal Ceilings","","19.0","","","0.0","0.0","","0.0","","","42895504456678961","CLA-BD-0002234"
"a1UWD000005gDBg2AM","false","0.0","a1WWD000002V38j2AC","","Water to Property line","","2.0","","","0.0","0.0","0.0","0.0","","","42896189342196538","CLA-BD-0002235"
"a1UWD000005gDBh2AM","false","0.0","a1WWD000002V38l2AC","","Rough Carpentry Material","","62.0","","","0.0","0.0","","0.0","","","42896937507607799","CLA-BD-0002236"
"a1UWD000005gDBi2AM","false","0.0","a1WWD000002V38o2AC","","Storm Drain","","16.0","","","0.0","0.0","","0.0","","","42897268510239366","CLA-BD-0002237"
"a1UWD000005gDBj2AM","false","0.0","a1WWD000002V38j2AC","","Fire Sprinkler Service","","38.0","","","0.0","0.0","0.0","0.0","","","42898421101468205","CLA-BD-0002238"
"a1UWD000005gDBk2AM","false","0.0","a1WWD000002V39E2AS","","Millwork","","14.0","","","0.0","0.0","","0.0","","","42900207537813516","CLA-BD-0002239"
"a1UWD000005gDBl2AM","false","0.0","a1WWD000002V38j2AC","","F.R.P. and marlite","","86.0","","","0.0","0.0","0.0","0.0","","","42900494201121480","CLA-BD-0002240"
"a1UWD000005gDBm2AM","false","0.0","a1WWD000002V38k2AC","","Drywall & Metal Studs","","66.0","","","0.0","0.0","0.0","0.0","","","42900775984395782","CLA-BD-0002241"
"a1UWD000005gDBn2AM","false","0.0","a1WWD000002V38n2AC","","Concrete slabs/curbs (do not include in building slab)","","25.0","","","0.0","0.0","0.0","0.0","","","42905359980352770","CLA-BD-0002242"
"a1UWD000005gDBo2AM","false","0.0","a1WWD000002V38m2AC","","Preasure Washing","","43.0","","","0.0","0.0","","0.0","","","42906438688347370","CLA-BD-0002243"
"a1UWD000005gDBp2AM","false","0.0","a1WWD000002V38n2AC","","Trash Enclosure","","24.0","","","0.0","0.0","0.0","0.0","","","42906862812408897","CLA-BD-0002244"
"a1UWD000005gDBq2AM","false","0.0","a1WWD000002V38m2AC","","GC Installed Items","","73.0","","","0.0","0.0","","0.0","","","42910626166619344","CLA-BD-0002245"
"a1UWD000005gDBr2AM","false","0.0","a1WWD000002V38o2AC","","Wheel stops","","42.0","","","0.0","0.0","","0.0","","","42911046562258096","CLA-BD-0002246"
"a1UWD000005gDBs2AM","false","0.0","a1WWD000002V38l2AC","","Dumpster Approach","","41.0","","","0.0","0.0","","0.0","","","42911365438613852","CLA-BD-0002247"
"a1UWD000005gDBt2AM","false","0.0","a1WWD000002V38n2AC","","Dumpster Approach","","41.0","","","0.0","0.0","0.0","0.0","","","42911735193569444","CLA-BD-0002248"
"a1UWD000005gDBu2AM","false","0.0","a1WWD000002V38n2AC","","Finish Carpentry Labor","","60.0","","","0.0","0.0","0.0","0.0","","","42914816031893969","CLA-BD-0002249"
"a1UWD000005gDBv2AM","false","0.0","a1WWD000002V38m2AC","","Plumbing","","76.0","","","0.0","0.0","","0.0","","","42919572271175200","CLA-BD-0002250"
"a1UWD000005gDBw2AM","false","0.0","a1WWD000002V38m2AC","","Building Demolition","","48.0","","","0.0","0.0","","0.0","","","42920145425957913","CLA-BD-0002251"
"a1UWD000005gDBx2AM","false","0.0","a1WWD000002V38l2AC","","Insulation","","64.0","","","0.0","0.0","","0.0","","","42924225671710160","CLA-BD-0002252"
"a1UWD000005gDBy2AM","false","0.0","a1WWD000002V38l2AC","","Offsite Demolition","","10.0","","","0.0","0.0","","0.0","","","42925249400415671","CLA-BD-0002253"
"a1UWD000005gDBz2AM","false","0.0","a1WWD000002V38l2AC","","Plumbing sit work","","32.0","","","0.0","0.0","","0.0","","","42925773496597555","CLA-BD-0002254"
"a1UWD000005gDC02AM","false","0.0","a1WWD000002V38n2AC","","Building Concrete Labor","","50.0","","","0.0","0.0","0.0","0.0","","","4292582833447335","CLA-BD-0002255"
"a1UWD000005gDC12AM","false","0.0","a1WWD000002V38m2AC","","Fire Sprinkler (if required)","","77.0","","","0.0","0.0","","0.0","","","42926054490061307","CLA-BD-0002256"
"a1UWD000005gDC22AM","false","0.0","a1WWD000002V38n2AC","","Landscaping w/ Irrigation (Required)","","36.0","","","0.0","0.0","0.0","0.0","","","42926893021773158","CLA-BD-0002257"
"a1UWD000005gDC32AM","false","0.0","a1WWD000002V38o2AC","","Electrical site work/labor","","29.0","","","0.0","0.0","","0.0","","","42929001826150228","CLA-BD-0002258"
"a1UWD000005gDC42AM","false","0.0","a1WWD000002V38k2AC","","Cabinets / Millwork","","88.0","","","0.0","0.0","0.0","0.0","","","42929527847880751","CLA-BD-0002259"
"a1UWD000005gDC52AM","false","0.0","a1WWD000002V38m2AC","","Telephone Underground","","33.0","","","0.0","0.0","","0.0","","","42930044833190108","CLA-BD-0002260"
"a1UWD000005gDC62AM","false","0.0","a1WWD000002V38n2AC","","Building Concrete Material","","49.0","","","0.0","0.0","0.0","0.0","","","42931359670352283","CLA-BD-0002261"
"a1UWD000005gDC72AM","false","0.0","a1WWD000002V38k2AC","","Toilet Partitions","","89.0","","","0.0","0.0","0.0","0.0","","","42935130384375517","CLA-BD-0002262"
"a1UWD000005gDC82AM","false","0.0","a1WWD000002V38m2AC","","Finish Hardware","","57.0","","","0.0","0.0","","0.0","","","42935408971636922","CLA-BD-0002263"
"a1UWD000005gDC92AM","false","0.0","a1WWD000002V38o2AC","","Metal Doors & Frames","","55.0","","","0.0","0.0","","0.0","","","42935860890684830","CLA-BD-0002264"
"a1UWD000005gDCA2A2","false","0.0","a1WWD000002V38m2AC","","Rough Carpentry Labor","","61.0","","","0.0","0.0","","0.0","","","42939653507654623","CLA-BD-0002265"
"a1UWD000005gDCB2A2","false","0.0","a1WWD000002V38k2AC","","Offsite Demolition","","10.0","","","0.0","0.0","0.0","0.0","","","42941338160317401","CLA-BD-0002266"
"a1UWD000005gDCC2A2","false","0.0","a1WWD000002V38o2AC","","H.V.A.C. System","","74.0","","","0.0","0.0","","0.0","","","42942008907382511","CLA-BD-0002267"
"a1UWD000005gDCD2A2","false","0.0","a1WWD000002V38l2AC","","Caulking","","91.0","","","0.0","0.0","","0.0","","","42942031516344671","CLA-BD-0002268"
"a1UWD000005gDCE2A2","false","0.0","a1WWD000002V38o2AC","","Caulking","","91.0","","","0.0","0.0","","0.0","","","42943938595485863","CLA-BD-0002269"
"a1UWD000005gDCF2A2","false","0.0","a1WWD000002V38k2AC","","Telephone Pole","","7.0","","","0.0","0.0","0.0","0.0","","","42944202441370028","CLA-BD-0002270"
"a1UWD000005gDCG2A2","false","0.0","a1WWD000002V3952AC","","Tilt-Up Precast Concrete","","6.0","","","0.0","0.0","","0.0","","","42944621735887303","CLA-BD-0002271"
"a1UWD000005gDCH2A2","false","0.0","a1WWD000002V38l2AC","","Grade fill / cut","","21.0","","","0.0","0.0","","0.0","","","42945022669230283","CLA-BD-0002272"
"a1UWD000005gDCI2A2","false","0.0","a1WWD000002V38k2AC","","Monument sign base construction Lang to verify if applicable","","31.0","","","0.0","0.0","0.0","0.0","","","42945260179706668","CLA-BD-0002273"
"a1UWD000005gDCJ2A2","false","0.0","a1WWD000002V3942AC","","Painting","","21.0","","","0.0","0.0","","0.0","","","42945955614515466","CLA-BD-0002274"
"a1UWD000005gDCK2A2","false","0.0","a1WWD000002V38o2AC","","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","","0.0","0.0","","0.0","","","42948650732868398","CLA-BD-0002275"
"a1UWD000005gDCL2A2","false","0.0","a1WWD000002V38k2AC","","Temp sidewalk","","15.0","","","0.0","0.0","0.0","0.0","","","42949725669250699","CLA-BD-0002276"
"a1UWD000005gDCM2A2","false","0.0","a1WWD000002V3942AC","","Glass/Glazing","","15.0","","","0.0","0.0","","0.0","","","42950694888604392","CLA-BD-0002277"
"a1UWD000005gDCN2A2","false","0.0","a1WWD000002V38k2AC","","Misc. S.S.","","71.0","","","0.0","0.0","0.0","0.0","","","42951167888572330","CLA-BD-0002278"
"a1UWD000005gDCO2A2","false","0.0","a1WWD000002V38n2AC","","Acoustic Tile","","67.0","","","0.0","0.0","0.0","0.0","","","42951310136610518","CLA-BD-0002279"
"a1UWD000005gDCP2A2","false","0.0","a1WWD000002V38k2AC","","New Curb & Gutter","","11.0","","","0.0","0.0","0.0","0.0","","","42952428970784351","CLA-BD-0002280"
"a1UWD000005gDCQ2A2","false","0.0","a1WWD000002V38m2AC","","Traffic signals - new or relocate","","9.0","","","0.0","0.0","","0.0","","","42953932265365794","CLA-BD-0002281"
"a1UWD000005gDgg2AE","false","","a1WWD000002WF2R2AW","Financing cost","","","","","","0.0","","","0.0","","","42955660997186461","CLA-BD-0004157"
"a1UWD000005gDCR2A2","false","0.0","a1WWD000002V38l2AC","","Trash Enclosure","","24.0","","","0.0","0.0","","0.0","","","42957144833843068","CLA-BD-0002282"
"a1UWD000005gDCS2A2","false","0.0","a1WWD000002V38j2AC","","Fire Extinguishers","","87.0","","","0.0","0.0","0.0","0.0","","","42957992536500053","CLA-BD-0002283"
"a1UWD000005gDkx2AE","false","","a1WWD000002WF3D2AW","Soft cost","","","","0.0","","0.0","","","0.0","","0.0","42958483679828112","CLA-BD-0004422"
"a1UWD000005gDCT2A2","false","0.0","a1WWD000002V38n2AC","","Drywall & Metal Studs","","66.0","","","0.0","0.0","0.0","0.0","","","42960172856302197","CLA-BD-0002284"
"a1UWD000005gDCU2A2","false","0.0","a1WWD000002V38o2AC","","Painting","","68.0","","","0.0","0.0","","0.0","","","42960473234178277","CLA-BD-0002285"
"a1UWD000005gDCV2A2","false","0.0","a1WWD000002V38n2AC","","Soils","","20.0","","","0.0","0.0","0.0","0.0","","","42960672057482873","CLA-BD-0002286"
"a1UWD000005gDCW2A2","false","0.0","a1WWD000002V38j2AC","","Survey","","18.0","","","0.0","0.0","0.0","0.0","","","42961211006589616","CLA-BD-0002287"
"a1UWD000005gDCX2A2","false","0.0","a1WWD000002V38l2AC","","Service Yard Conc/CMU","","44.0","","","0.0","0.0","","0.0","","","42961620602749951","CLA-BD-0002288"
"a1UWD000005gDCY2A2","false","0.0","a1WWD000002V38o2AC","","Wood Doors","","56.0","","","0.0","0.0","","0.0","","","42962133120177464","CLA-BD-0002289"
"a1UWD000005gDCZ2A2","false","0.0","a1WWD000002V38n2AC","","Insulation","","64.0","","","0.0","0.0","0.0","0.0","","","42964377072095800","CLA-BD-0002290"
"a1UWD000005gDCa2AM","false","0.0","a1WWD000002V38j2AC","","Misc.","","92.0","","","0.0","0.0","0.0","0.0","","","42964992893548291","CLA-BD-0002291"
"a1UWD000005gDCb2AM","false","0.0","a1WWD000002V38n2AC","","Bollard w/ Covers","","37.0","","","0.0","0.0","0.0","0.0","","","42965031945854227","CLA-BD-0002292"
"a1UWD000005gDCc2AM","false","0.0","a1WWD000002V38o2AC","","Fire Sprinkler (if required)","","77.0","","","0.0","0.0","","0.0","","","42966503580359737","CLA-BD-0002293"
"a1UWD000005gDCd2AM","false","0.0","a1WWD000002V38o2AC","","Street paving and markings","","14.0","","","0.0","0.0","","0.0","","","42966955712585807","CLA-BD-0002294"
"a1UWD000005gDCe2AM","false","0.0","a1WWD000002V38j2AC","","Structural Steel","","53.0","","","0.0","0.0","0.0","0.0","","","42967390881310383","CLA-BD-0002295"
"a1UWD000005gDCf2AM","false","0.0","a1WWD000002V38o2AC","","Offsite Demolition","","10.0","","","0.0","0.0","","0.0","","","42968609623401505","CLA-BD-0002296"
"a1UWD000005gDCg2AM","false","0.0","a1WWD000002V38m2AC","","Signage","","46.0","","","0.0","0.0","","0.0","","","42969160906734018","CLA-BD-0002297"
"a1UWD000005gDCh2AM","false","0.0","a1WWD000002V38o2AC","","Cabinets / Millwork","","88.0","","","0.0","0.0","","0.0","","","42969169958080206","CLA-BD-0002298"
"a1UWD000005gDCi2AM","false","0.0","a1WWD000002V38o2AC","","Preasure Washing","","43.0","","","0.0","0.0","","0.0","","","42969212640161611","CLA-BD-0002299"
"a1UWD000005gDCj2AM","false","0.0","a1WWD000002V3952AC","","Bituminous Damproofing","","11.0","","","0.0","0.0","","0.0","","","42970400848654125","CLA-BD-0002300"
"a1UWD000005gDCk2AM","false","0.0","a1WWD000002V3932AC","","Doors/Frames/Hardware","","14.0","","","0.0","0.0","","0.0","","","42970711394082223","CLA-BD-0002301"
"a1UWD000005gDgp2AE","false","","a1WWD000002WF2k2AG","Soft cost","","","","0.0","","0.0","","","0.0","","0.0","42971187611659335","CLA-BD-0004166"
"a1UWD000005gDCl2AM","false","0.0","a1WWD000002V3942AC","","Acoustical Ceilings","","18.0","","","0.0","0.0","","0.0","","","42974445987099390","CLA-BD-0002302"
