"Id","IsDeleted","Name","OwnerId","nFORCE__App__c","nFORCE__Body_Type__c","nFORCE__Body__c","nFORCE__Description__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parameters__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Taxonomy_Id__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c"
"a0mWD000003RDolYAG","false","Product Package Details LOE","005al00000RVcKvAAL","pp-tn-loan-compliance-loe","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7j6YAB","nforce__sub_navigation","","","nforce__topbar","42900598348891431"
"a0mWD000003RDZoYAO","false","Exposure","005al00000RVcKvAAL","relationship-exposure","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__inline_navigation","","","","a0sWD00000XoCGsYAN","nforce__sub_navigation","relationship-exposure","","nforce__topbar","42900726879030000"
"a0mWD000003RDZpYAO","false","Contexts","005al00000RVcKvAAL","application-relationship-ui","","nforce__korelatedtable","","","","false","nFORCE__Navigation","","","","a0sWD00000Xo7bFYAR","nFORCE__Sub_Navigation","","","nFORCE__Topbar","42900826466414831"
"a0mWD000003RDZqYAO","false","Review & Submit","005al00000RVcKvAAL","sbl-secured-review","","NPORTAL__PortalReview","","","","false","NPORTAL__ApplicationNavigation","100.0","","","","","sbl-secured-review","","NPORTAL__LoanTopbar","42901255697639200"
"a0mWD000003RDlzYAG","false","Approval Summary","005al00000RVcKvAAL","pc-approval-summary","","nforce__ncrelatedlist","","","","false","nforce__navigation","","action_new=dep-pc.pc-pending-approval;action_new_label=Refresh","","a0sWD00000Xo7dYYAR","nforce__sub_navigation","","","nforce__topbar","42901307259669210"
"a0mWD000003RDm0YAG","false","Your Business","005al00000RVcKvAAL","dep-business","","NPORTAL__PortalForm","","","","false","NPORTAL__ApplicationNavigation","20.0","","","","","dep-business","","NPORTAL__LoanTopbar","42901428969477620"
"a0mWD000003RE0IYAW","false","Loan Compliance","005al00000RVcKvAAL","post-approval-loan-compliance","Lightning Web Component","nforce__ncrelatedlist","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7lTYAR","nforce__sub_navigation","post-approval-loan-compliance","","nforce__topbar","42901619447513736"
"a0mWD000003RDZrYAO","false","CRA","005al00000RVcKvAAL","CRA-kyc","","llc_bi__Questionnaire_Loan_App","","","","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42903309819265298"
"a0mWD000003RDomYAG","false","Acceptance","005al00000RVcKvAAL","post-readonly-appr-acceptance-loe","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7drYAB","nforce__sub_navigation","","","nforce__topbar","42903368918657236"
"a0mWD000003RE0JYAW","false","Spreads","005al00000RVcKvAAL","statement-launcher","","ncred__statementlauncherui","","","n-icon-underwriting","false","nforce__navigation","","","","","nforce__sub_navigation","statement-launcher","","nforce__topbar","42904824851005600"
"a0mWD000003RDZsYAO","false","Update Scanner Details","005al00000RVcKvAAL","tmmpr-remotedeposit(AddanewScanner)-00","","","","","","false","","","","","a0sWD00000Xo7ZZYAZ","","","","","429065460244810852"
"a0mWD000003RDZtYAO","false","Review & Submit","005al00000RVcKvAAL","sbl-review-ind-other","","NPORTAL__PortalReview","","","","false","NPORTAL__ApplicationNavigation","40.0","","","","","sbl-review-ind-other","","NPORTAL__LoanTopbar","42909018072974000"
"a0mWD000003RDZuYAO","false","Generate Credit Memo","005al00000RVcKvAAL","tool-generate-credit-memo","","nFORMS__NewFormGenerator","","","n-icon-credit_memo","false","nforce__navigation","","form_purpose=Credit Memo","","","nforce__sub_navigation","","","nforce__topbar","42909091766299407"
"a0mWD000003RDZvYAO","false","Primary Account","005al00000RVcKvAAL","sba-form-19207","","nforce__kodatagridlookup","","","n-icon-misc5","false","nforce__navigation","","","","a0sWD00000Xo7ZTYAZ","nforce__sub_navigation","","","nforce__topbar","42909977339260457"
"a0mWD000003RDZwYAO","false","Payment & Rate Structure","005al00000RVcKvAAL","paymentrate-structure","","","","","","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42910071771788116"
"a0mWD000003RE0KYAW","false","Offers","005al00000RVcKvAAL","term-offer","","nretail__offers","","","n-icon-loan","false","nFORCE__navigation","","","","","nFORCE__Blank","term-offer","","nretail__summaryheadertopbar","42910539685242600"
"a0mWD000003RE0LYAW","false","Assign Team","005al00000RVcKvAAL","loan-assign-team","","llc_bi__manageloanteam","","","","false","nforce__navigation","","","","","nforce__sub_navigation","loan-assign-team","","nforce__topbar","42912083671173800"
"a0mWD000003RDZxYAO","false","Collateral","005al00000RVcKvAAL","sbl-secured-collateral","","NPORTAL__Collateral","","","","false","NPORTAL__ApplicationNavigation","80.0","","","","","sbl-secured-collateral","","NPORTAL__LoanTopbar","42913376147653200"
"a0mWD000003RE0MYAW","false","Reviews","005al00000RVcKvAAL","pp-sn-reviews","","llc_bi__prodpkguireviews","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pp-sn-reviews","","nforce__topbar","42914739648044700"
"a0mWD000003RDZyYAO","false","Other Information","005al00000RVcKvAAL","relationship-other-business","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__inline_navigation","","","","a0sWD00000XoCGvYAN","nforce__sub_navigation","relationship-other-business","","nforce__topbar","42914923949207200"
"a0mWD000003RE0NYAW","false","Relationship Type","005al00000RVcKvAAL","loan-bus-relationship-type","","llc_bi__relationship_type_selection_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","loan-bus-relationship-type","","nforce__nctopbar","42915651683485800"
"a0mWD000003RE0OYAW","false","Account Debt","005al00000RVcKvAAL","sba-form-19209-m","Lightning Web Component","nforce__korelatedlistchild","","","n-icon-misc5","false","nforce__navigation","","","","a0sWD00000XoCHLYA3","nforce__sub_navigation","sba-form-19209-m","","nforce__topbar","4291718624690200"
"a0mWD000003RE0PYAW","false","Export Rule","005al00000RVcKvAAL","tool-ruleengineadmin-export","","nforce__ruleengineadminexport","","","n-icon-download","false","nforce__navigation","","","","","nforce__sub_navigation","tool-ruleengineadmin-export","","nforce__topbar","42918763283363100"
"a0mWD000003RDZzYAO","false","Manage Fees","005al00000RVcKvAAL","retail-manage-fees","","llc_bi__manageloanfees","","","","false","nforce__navigation","","","","a0sWD00000Xo7YkYAJ","nforce__sub_navigation","","","nforce__topbar","42921730805071966"
"a0mWD000003RE0QYAW","false","Budget Administration","005al00000RVcKvAAL","budget-locked","","nforce__blank","","","","false","nforce__navigation","","","","","nforce__sub_navigation","budget-locked","","nforce__topbar","42922857096174200"
"a0mWD000003RDm1YAG","false","Continue With Loan","005al00000RVcKvAAL","continue-with-loan","Visualforce Page","c__cm_ContinueWithLoan","","","n-icon-loan","false","nforce__navigation","","","","","nforce__sub_navigation","continue-with-loan","","nforce__topbar","42926501547233369"
"a0mWD000003RE0RYAW","false","Borrowing Structure","005al00000RVcKvAAL","borrowing-structure","","llc_bi__multitierinvolvement","","","n-icon-relationship","false","nforce__navigation","","","","a0sWD00000Xo7lUYAR","nforce__sub_navigation","borrowing-structure","","nforce__topbar","42927264479719700"
"a0mWD000003RE0SYAW","false","Borrowing Structure","005al00000RVcKvAAL","pp-sn-entity-involvement-m","","llc_bi__prodpkguiborrowerguarantorpage","","","","false","nforce__navigation","","","","a0sWD00000Xo7lLYAR","nforce__sub_navigation","pp-sn-entity-involvement-m","","nforce__topbar","42927761896137400"
"a0mWD000003RE0TYAW","false","Contacts","005al00000RVcKvAAL","sba-form-19208-m","","nsba__sba_form_contact","","","n-icon-misc5","false","nforce__navigation","","","","","nforce__sub_navigation","sba-form-19208-m","","nforce__topbar","42927857493856800"
"a0mWD000003RDonYAG","false","Change Memo","005al00000RVcKvAAL","loan-post-change-memo-partner","","nforce__korelatedlist","","","n-icon-memo","false","nforce__navigation","","","","a0sWD00000Xo7dsYAB","nforce__sub_navigation","","","nforce__topbar","42929798276942351"
"a0mWD000003RDa0YAG","false","Participations","005al00000RVcKvAAL","participations","","nforce__ncrelatedlist","","","n-icon-share","false","nforce__navigation","","","","a0sWD00000Xo7ZzYAJ","nforce__sub_navigation","participations","","nforce__topbar","42929961716748600"
"a0mWD000003RE0UYAW","false","Budget Details","005al00000RVcKvAAL","budget-detail","","llc_bi__budget_detail_app","","","","false","nforce__navigation","","","","a0sWD00000Xo7lVYAR","nforce__sub_navigation","budget-detail","","nforce__topbar","42930168044203300"
"a0mWD000003RDa1YAG","false","Budget Details L","005al00000RVcKvAAL","budget-detail_locked","","llc_bi__budget_detail_app","","","","false","nforce__navigation","","","","a0sWD00000Xo7lVYAR","nforce__sub_navigation","budget-detail_locked","","nforce__topbar","4293016804420390"
"a0mWD000003RDa2YAG","false","Next Steps","005al00000RVcKvAAL","sbl-next-steps","","NPORTAL__NextSteps","","","","false","NPORTAL__ApplicationNavigation","90.0","","","","","sbl-next-steps","","NPORTAL__LoanTopbar","42930847773464200"
"a0mWD000003RDa3YAG","false","Compliance","005al00000RVcKvAAL","compliance-dummy","","","","","","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42933874713264198"
"a0mWD000003RDa4YAG","false","Eligibility","005al00000RVcKvAAL","sbl-secured-eligibility","","NPORTAL__PortalForm","","","","false","NPORTAL__ApplicationNavigation","20.0","","","a0sWD00000Xo7mIYAR","","sbl-secured-eligibility","","NPORTAL__LoanTopbar","42936140973529600"
"a0mWD000003RE0VYAW","false","Decisioning","005al00000RVcKvAAL","loc-decision","","LLC_BI__LoanAutoDecision","","","n-icon-loan","false","nFORCE__navigation","","","","","nFORCE__Blank","loc-decision","","nretail__summaryheadertopbar","42937048234945000"
"a0mWD000003RDm2YAG","false","Processing","005al00000RVcKvAAL","dep-booking-in-process","Visualforce Page","cm_BookingRefresh","","","","false","NPORTAL__ApplicationNavigation","","","","","","dep-booking-in-process","","NPORTAL__LoanTopbar","42937905309170157"
"a0mWD000003RE0WYAW","false","Relationship Search","005al00000RVcKvAAL","ind-relationship-search","","llc_bi__relationship_search_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","ind-relationship-search","","nforce__nctopbar","42938717331723800"
"a0mWD000003RE0XYAW","false","Finish","005al00000RVcKvAAL","pm-ren-cd-finish","","llc_bi__cd_renewal_finish_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pm-ren-cd-finish","","llc_bi__nctopbar","42938761486402200"
"a0mWD000003RDm3YAG","false","Authorized Signers","005al00000RVcKvAAL","dep-bus-co-owners-multi-record","Visualforce Page","NPORTAL__MultiRecordForm","","","","false","NPORTAL__ApplicationNavigation","","","","a0sWD00000Xo7clYAB","","dep-bus-co-owners-multi-record","","NPORTAL__LoanTopbar","42939446945461896"
"a0mWD000003RDa5YAG","false","Personal Info","005al00000RVcKvAAL","consumer-personal","","NPORTAL__PortalForm","","","","false","NPORTAL__ApplicationNavigation","","","","a0sWD00000Xo7bJYAR","","","","NPORTAL__LoanTopbar","42941211201751782"
"a0mWD000003RDa6YAG","false","PPP Round 1 Attestation","005al00000RVcKvAAL","second-draw-r1-attestation","","NPORTAL__PortalForm","By certifying ""Yes"" below, you are acknowledging that you have received a First Draw Paycheck Protection Program Loan, and will have used the full loan amount by the time of disbursement for the Second Draw.","","","false","NPORTAL__ApplicationNavigation","","","","","","second-draw-r1-attestation","","NPORTAL__LoanTopbar","4294161032622978651"
"a0mWD000003RDa7YAG","false","Eligibility","005al00000RVcKvAAL","first-draw-loan-eligibility","","NPORTAL__PortalForm","","","","false","NPORTAL__ApplicationNavigation","","","","","","first-draw-loan-eligibility","","NPORTAL__LoanTopbar","42941610326297865"
"a0mWD000003RDa8YAG","false","Eligibility","005al00000RVcKvAAL","second-draw-eligibility","","NPORTAL__PortalForm","","","","false","NPORTAL__ApplicationNavigation","","","","","","second-draw-eligibility","","NPORTAL__LoanTopbar","429416103262978651"
"a0mWD000003RE0YYAW","false","Create Risk Rating","005al00000RVcKvAAL","risk-rating-selector-account","","llc_bi__accountriskratingselector","","","n-icon-risk_grading","false","nforce__navigation","","","","","nforce__sub_navigation","risk-rating-selector-account","","nforce__topbar","42943337008496700"
"a0mWD000003RE0ZYAW","false","Product Details","005al00000RVcKvAAL","pm-cd-details","","llc_bi__cd_product_details_maintenance_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pm-cd-details","","llc_bi__nctopbar","42943895782762700"
"a0mWD000003RE0aYAG","false","Deposits","005al00000RVcKvAAL","pp-sn-deposits-m","Lightning Web Component","nforce__ncrelatedlist","","","","false","nforce__navigation","","","","a0sWD00000Xo7lWYAR","nforce__sub_navigation","pp-sn-deposits-m","","nforce__topbar","42943939219959900"
"a0mWD000003RE0bYAG","false","Document Manager","005al00000RVcKvAAL","tool-docman","","nDoc__UILoanDocMan","","","n-icon-misc23","false","nFORCE__Navigation","","","","","nFORCE__Sub_Navigation","tool-docman","","nFORCE__Topbar","42944088131556500"
"a0mWD000003RDa9YAG","false","Test Pickist 1","005al00000RVcKvAAL","tmmpr-Treasury00(TestPickist1)-00","","","","","","false","","","","","a0sWD00000Xo7ZeYAJ","","tmmpr-Treasury00(TestPickist1)-00","","","429446046658847000"
"a0mWD000003RDaAYAW","false","Application","005al00000RVcKvAAL","loan-api-application","","nforce__korelatedtable","","","n-icon-loan","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42944856223712550"
"a0mWD000003RDaBYAW","false","E-Consent","005al00000RVcKvAAL","e-consent","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","","nforce__sub_navigation","e-consent","","nforce__topbar","42946090450512128"
"a0mWD000003RE0cYAG","false","CRA Reporting","005al00000RVcKvAAL","community-reinvestment-act-default","","llc_bi__cra_reporting","","","n-icon-treasury_management","false","nforce__navigation","","","","a0sWD00000Xo7lXYAR","nforce__sub_navigation","community-reinvestment-act-default","","nforce__topbar","42946539675319300"
"a0mWD000003RDooYAG","false","Reg O","005al00000RVcKvAAL","loan-post-reg-o-read-lob-pwc","","nforce__korelatedlist","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7hDYAR","nforce__sub_navigation","","","nforce__topbar","4294745186661284"
"a0mWD000003RDaCYAW","false","Account Funding","005al00000RVcKvAAL","dep-funding","","NPORTAL__DepositFunding","","","","false","NPORTAL__ApplicationNavigation","45.0","","","","","","","NPORTAL__LoanTopbar","42948907406833642"
"a0mWD000003RE0dYAG","false","HMDA Eligibility","005al00000RVcKvAAL","hmda-eligibility-m","","llc_bi__Questionnaire_Loan_App","","","n-icon-hmda","false","nforce__navigation","","","","","nforce__sub_navigation","hmda-eligibility-m","","nforce__topbar","4295025858547960"
"a0mWD000003RE0eYAG","false","Copy Loan","005al00000RVcKvAAL","dmw-list-view-booked-loans.dmw-row-action-copy-loan","","llc_bi:dealManagementWorkspace","","","","false","","","","","a0sWD00000Xo7lYYAR","","","","","42954561356537075"
"a0mWD000003RE0fYAG","false","Loan Compliance","005al00000RVcKvAAL","hmda-loan-compliance-2018","Lightning Web Component","nforce__ncrelatedlist","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7lZYAR","nforce__sub_navigation","hmda-loan-compliance-2018","","nforce__topbar","42956260075843400"
"a0mWD000003RE0gYAG","false","Fees","005al00000RVcKvAAL","fees-custom","Lightning Web Component","nforce__ncrelatedlist","","","n-icon-relationship","false","nforce__navigation","","","","a0sWD00000XoCGjYAN","nforce__sub_navigation","fees-custom","","nforce__topbar","42956329664862300"
"a0mWD000003RE0hYAG","false","Know Your Customer","005al00000RVcKvAAL","bus-connected-kyc","","llc_bi__questionnaire_relationship_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","bus-connected-kyc","","nforce__topbar","42956976226769900"
